time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-06-30T02:14:37.970Z,32.7598,-103.4568,14.97,2.6,ml,,77,0.406,0.61,us,us7000aetw,2020-06-30T23:51:52.040Z,"22 km SSW of Lovington, New Mexico",earthquake,1.8,8.3,0.097,14,reviewed,us,us
2020-06-30T02:15:33.250Z,38.8215,-122.7985,3.27,0.26,md,25,49,0.009237,0.03,nc,nc73419156,2020-07-02T21:56:04.006Z,"6km NW of The Geysers, CA",earthquake,0.2,0.49,,1,reviewed,nc,nc
2020-06-30T02:21:59.770Z,38.8406667,-122.4708333,12.87,1.09,md,4,131,0.03925,0.07,nc,nc73419161,2020-06-30T07:12:04.003Z,"8km ENE of Hidden Valley Lake, CA",earthquake,0.78,1.22,0.191,4,reviewed,nc,nc
2020-06-30T02:22:03.520Z,35.7008333,-117.5391667,10.41,0.44,ml,9,154,0.1241,0.04,ci,ci37449341,2020-06-30T03:25:49.038Z,"14km WSW of Searles Valley, CA",earthquake,0.28,0.41,0.143,3,reviewed,ci,ci
2020-06-30T02:22:06.490Z,35.7003333,-117.5361667,11.24,0.63,ml,15,153,0.1255,0.18,ci,ci39273167,2020-06-30T03:21:27.472Z,"14km WSW of Searles Valley, CA",earthquake,0.41,0.58,0.13,8,reviewed,ci,ci
2020-06-30T02:24:29.900Z,51.4516,-175.9151,21.2,1.5,ml,,,,0.37,ak,ak0208d158ku,2020-07-09T22:16:00.415Z,"68 km SE of Adak, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-06-30T02:26:00.626Z,66.2907,-157.1819,8.9,0.9,ml,,,,0.6,ak,ak0208d15ilg,2020-07-09T22:14:40.079Z,"66 km S of Shungnak, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-06-30T02:36:00.590Z,36.0908333,-117.8646667,2.25,0.71,ml,13,96,0.02785,0.07,ci,ci37449821,2020-07-03T01:54:31.958Z,"9km NE of Coso Junction, CA",earthquake,0.15,0.16,0.261,7,reviewed,ci,ci
2020-06-30T02:36:08.760Z,35.6606667,-117.4788333,8.75,0.95,ml,16,86,0.07524,0.15,ci,ci39273175,2020-07-03T01:40:05.041Z,"14km SSW of Searles Valley, CA",earthquake,0.27,0.96,0.175,14,reviewed,ci,ci
2020-06-30T02:36:37.760Z,33.9736667,-116.89,18.01,1.47,ml,49,35,0.09159,0.17,ci,ci39273183,2020-06-30T02:47:00.220Z,"6km NNW of Banning, CA",earthquake,0.2,0.5,0.194,26,automatic,ci,ci
2020-06-30T02:36:38.680Z,36.4211667,-117.8951667,0.51,0.82,ml,7,111,0.1489,0.14,ci,ci37449829,2020-07-03T01:51:40.270Z,"18km NNE of Olancha, CA",earthquake,0.82,1.57,0.127,2,reviewed,ci,ci
2020-06-30T02:36:47.400Z,38.8321648,-122.8079987,2.13,0.81,md,19,45,0.008906,0.02,nc,nc73419166,2020-06-30T05:14:03.253Z,"7km W of Cobb, CA",earthquake,0.22,0.52,0.25,3,automatic,nc,nc
2020-06-30T02:37:40.170Z,19.1976661682129,-155.507507324219,35.1399993896484,1.85,ml,43,81,,0.119999997,hv,hv72022237,2020-06-30T02:43:13.130Z,"3km WSW of Pahala, Hawaii",earthquake,0.55,0.829999983,4.43,4,automatic,hv,hv
2020-06-30T02:38:42.930Z,38.1703,-117.7455,11.3,1.3,ml,11,161.74,0.077,0.06,nn,nn00755145,2020-06-30T02:52:59.161Z,"46km WNW of Tonopah, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-06-30T02:43:40.800Z,33.5781667,-116.8105,6.47,1.78,ml,69,26,0.04171,0.2,ci,ci39273191,2020-06-30T13:39:30.410Z,"13km WNW of Anza, CA",earthquake,0.18,0.42,0.162,26,reviewed,ci,ci
2020-06-30T02:46:09.567Z,-11.2196,162.5099,10,4.7,mb,,99,3.08,0.75,us,us7000ajc2,2020-07-13T04:15:05.040Z,"106 km SE of Kirakira, Solomon Islands",earthquake,10.7,1.8,0.11,25,reviewed,us,us
2020-06-30T02:51:09.051Z,58.8095,-153.7309,5.5,1.3,ml,,,,0.48,ak,ak0208d1azbd,2020-07-09T22:14:41.287Z,"92 km SE of Kokhanok, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-06-30T02:51:11.350Z,38.1577,-118.3523,1.4,1.4,ml,12,148.39,0.136,0.09,nn,nn00755147,2020-06-30T03:00:38.911Z,"47km SSE of Hawthorne, Nevada",earthquake,,8.6,,,automatic,nn,nn
2020-06-30T02:54:05.610Z,36.0843333,-117.917,3.91,1.03,ml,11,177,0.06028,0.26,ci,ci39273199,2020-06-30T02:57:56.304Z,"5km NNE of Coso Junction, CA",earthquake,0.82,1.31,0.157,13,automatic,ci,ci
2020-06-30T02:57:03.390Z,38.7454987,-122.6883316,0.98,0.99,md,9,121,0.02421,0.02,nc,nc73419181,2020-06-30T03:12:03.496Z,"3km S of Anderson Springs, CA",earthquake,0.37,0.93,0.27,3,automatic,nc,nc
2020-06-30T02:57:14.120Z,33.3228333,-116.1866667,9.98,0.8,ml,17,118,0.1102,0.23,ci,ci39273215,2020-06-30T03:00:58.896Z,"18km SSW of Oasis, CA",earthquake,0.5,1.39,0.166,12,automatic,ci,ci
2020-06-30T02:59:38.380Z,38.1763,-117.8785,12,1.9,ml,16,77.26,0.029,0.06,nn,nn00755148,2020-06-30T03:03:19.212Z,"58km WNW of Tonopah, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-06-30T03:01:54.580Z,38.128,-118.0865,3.6,1.7,ml,10,70.8,0.093,0.11,nn,nn00755150,2020-06-30T03:05:19.098Z,"64km SE of Hawthorne, Nevada",earthquake,,3.3,,,automatic,nn,nn
2020-06-30T03:02:44.929Z,38.1398,-118.073,6.6,2.2,ml,22,55.93,0.089,0.1386,nn,nn00755151,2020-06-30T21:46:46.185Z,"28 km S of Mina, Nevada",earthquake,,1.9,0.41,8,reviewed,nn,nn
2020-06-30T03:12:00.440Z,38.1743,-117.8355,11.4,1.3,ml,14,170.27,0.014,0.06,nn,nn00755154,2020-06-30T03:56:59.036Z,"54km WNW of Tonopah, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-06-30T03:15:32.170Z,19.2696666717529,-155.368667602539,32.0499992370605,1.77999997,md,43,133,,0.109999999,hv,hv72022287,2020-06-30T03:19:05.120Z,"13km ENE of Pahala, Hawaii",earthquake,0.61,0.670000017,1.14999998,16,automatic,hv,hv
2020-06-30T03:23:49.428Z,51.6822,178.7992,69.6,1.9,ml,,,,0.34,ak,ak0208d1qhz2,2020-07-09T22:16:01.598Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-06-30T03:24:42.034Z,51.9055,-166.2486,10,3.1,ml,,226,1.816,0.47,us,us7000al3v,2020-07-13T04:30:18.040Z,"211 km SE of Nikolski, Alaska",earthquake,7.1,2,0.097,14,reviewed,us,us
2020-06-30T03:26:58.130Z,33.195,75.926,46.75,4.2,mb,,131,2.268,0.84,us,us7000aeua,2020-07-13T04:34:19.040Z,"eastern Kashmir",earthquake,7.9,3.9,0.113,22,reviewed,us,us
2020-06-30T03:29:07.614Z,66.5652,-151.9308,6.8,1.5,ml,,,,0.64,ak,ak0208d1rp1l,2020-07-09T22:14:43.640Z,"31 km E of Allakaket, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-06-30T03:31:42.300Z,67.3548,-156.1609,0.3,1.2,ml,,,,0.46,ak,ak0208d1s74t,2020-07-09T22:14:44.920Z,"58 km NNE of Kobuk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-06-30T03:32:45.200Z,17.8698,-66.8558,18,2.34,md,20,241,0.1079,0.14,pr,pr2020182035,2020-07-05T14:50:46.242Z,"12 km SSE of Maria Antonia, Puerto Rico",earthquake,0.83,0.65,0.19,8,reviewed,pr,pr
2020-06-30T03:38:17.340Z,19.2076663970947,-155.425003051758,35.3899993896484,1.73000002,md,40,141,,0.119999997,hv,hv72022312,2020-06-30T03:41:33.030Z,"5km E of Pahala, Hawaii",earthquake,0.65,0.930000007,0.340000004,5,automatic,hv,hv
2020-06-30T03:38:48.537Z,63.2571,-151.2904,4.8,1.3,ml,,,,0.84,ak,ak0208d1tpn7,2020-07-09T22:14:46.113Z,"38 km SE of Denali National Park, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-06-30T03:39:39.180Z,19.3418333333333,-155.2155,5.92,0.77,md,18,65,,0.06,hv,hv72022317,2020-07-02T06:02:07.080Z,"11 km S of Volcano, Hawaii",earthquake,0.31,0.84,0.041454072200529,7,reviewed,hv,hv
2020-06-30T03:45:42.000Z,17.9478,-66.9435,11,2.9,md,23,200,0.0699,0.17,pr,pr2020182001,2020-06-30T08:46:50.310Z,"4km SW of Guanica, Puerto Rico",earthquake,0.54,0.39,0.26,20,reviewed,pr,pr
2020-06-30T03:49:45.530Z,36.0748333,-117.8698333,2.47,0.72,ml,14,148,0.04435,0.11,ci,ci39273223,2020-07-03T01:58:48.979Z,"8km ENE of Coso Junction, CA",earthquake,0.22,0.25,0.086,3,reviewed,ci,ci
2020-06-30T03:50:13.250Z,33.5026667,-116.7908333,6.92,0.38,ml,15,106,0.0769,0.11,ci,ci39273231,2020-06-30T03:54:01.715Z,"10km NE of Aguanga, CA",earthquake,0.29,0.71,0.1,10,automatic,ci,ci
2020-06-30T03:53:09.827Z,64.7066,-152.1736,10.3,1.2,ml,,,,0.63,ak,ak0208d1wuee,2020-07-09T22:16:02.758Z,"51 km S of Tanana, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-06-30T03:53:17.320Z,35.8636667,-117.693,8.4,0.8,ml,9,76,0.08022,0.09,ci,ci39273239,2020-06-30T03:57:08.675Z,"21km ESE of Little Lake, CA",earthquake,0.25,0.85,0.143,9,automatic,ci,ci
2020-06-30T03:54:49.718Z,51.6345,179.023,68.3,1.9,ml,,,,0.4,ak,ak0208d1x56z,2020-07-09T22:16:03.887Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-06-30T03:56:12.090Z,35.4626667,-117.325,7.49,2.18,ml,39,74,0.07002,0.14,ci,ci39273247,2020-07-06T16:45:15.700Z,"30km ENE of Johannesburg, CA",earthquake,0.2,0.46,0.176,77,reviewed,ci,ci
2020-06-30T04:04:20.503Z,64.6976,-149.7042,18.6,1.7,ml,,,,0.65,ak,ak0208d27srd,2020-07-09T22:14:47.404Z,"29 km WNW of Four Mile Road, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-06-30T04:05:52.650Z,17.9501,-98.5747,54.12,4.3,mb,,55,0.385,0.87,us,us7000aeus,2020-07-13T04:40:57.635Z,"8 km SSW of Acaxtlahuacán de Albino Zertuche, Mexico",earthquake,3.6,5.9,0.039,182,reviewed,us,us
2020-06-30T04:14:10.140Z,33.5455,-116.4216667,9.26,1.56,ml,61,41,0.07316,0.19,ci,ci39273263,2020-06-30T04:25:29.230Z,"17km SW of La Quinta, CA",earthquake,0.19,0.46,0.178,27,automatic,ci,ci
2020-06-30T04:14:47.360Z,38.814167,-122.8326645,1.6,0.56,md,8,111,0.005951,0.01,nc,nc73419196,2020-06-30T06:28:02.729Z,"8km WNW of The Geysers, CA",earthquake,0.66,1.34,,1,automatic,nc,nc
2020-06-30T04:18:21.670Z,33.3316667,-116.1885,8.58,1.29,ml,47,62,0.1059,0.24,ci,ci39273279,2020-06-30T04:29:36.390Z,"17km SSW of Oasis, CA",earthquake,0.29,1.44,0.191,28,automatic,ci,ci
2020-06-30T04:20:36.830Z,39.4085,-110.2946667,-2.38,1.5,ml,11,202,0.02826,0.13,uu,uu60399742,2020-06-30T13:45:16.870Z,"18km SSE of East Carbon City, Utah",earthquake,0.65,1.56,0.134,3,reviewed,uu,uu
2020-06-30T04:21:45.920Z,61.5378,-141.0981,8.7,0.9,ml,,,,0.44,ak,ak0208d2bhvp,2020-07-09T22:14:48.697Z,"97 km E of McCarthy, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-06-30T04:22:56.380Z,17.9105,-66.9108,7,2.69,md,17,210,0.0719,0.16,pr,pr2020182014,2020-07-03T07:56:26.954Z,"Puerto Rico region",earthquake,0.67,0.3,0.17,10,reviewed,pr,pr
2020-06-30T04:24:36.200Z,63.01,-150.4799,95.7,1.3,ml,,,,0.47,ak,ak0208d2c4a9,2020-07-09T22:14:49.857Z,"59 km NNE of Petersville, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-06-30T04:36:44.160Z,38.141,-118.0728,4.9,1.6,ml,10,69.36,0.091,0.14,nn,nn00755160,2020-06-30T04:50:59.271Z,"64km SE of Hawthorne, Nevada",earthquake,,1.4,,,automatic,nn,nn
2020-06-30T04:44:24.470Z,33.1691667,-115.9975,2.7,1.11,ml,31,57,0.1436,0.29,ci,ci39273287,2020-06-30T04:48:11.418Z,"13km ENE of Ocotillo Wells, CA",earthquake,0.45,0.97,0.133,17,automatic,ci,ci
2020-06-30T04:46:46.126Z,53.7986,-164.2595,65.1,1.9,ml,,,,0.43,ak,ak0208d2gusk,2020-07-09T22:16:05.002Z,"106 km ESE of Akutan, Alaska",earthquake,,8.6,,,reviewed,ak,ak
2020-06-30T04:50:12.760Z,35.5985,-117.3968333,2.76,1.55,ml,24,100,0.07797,0.26,ci,ci39273295,2020-06-30T04:54:11.448Z,"18km S of Trona, CA",earthquake,0.47,0.98,0.117,19,automatic,ci,ci
2020-06-30T05:02:38.202Z,38.1401,-118.0732,2.1,2.2,ml,23,63.17,0.09,0.167,nn,nn00755163,2020-06-30T18:22:01.983Z,"64km SE of Hawthorne, Nevada",earthquake,,1.3,0.13,9,reviewed,nn,nn
2020-06-30T05:02:54.536Z,53.8744,-164.3364,63.6,1.9,ml,,,,0.42,ak,ak0208d2svjh,2020-07-09T22:16:06.101Z,"98 km ESE of Akutan, Alaska",earthquake,,8.3,,,reviewed,ak,ak
2020-06-30T05:05:11.260Z,17.9535,-66.9393,12,2.57,md,22,196,0.0639,0.2,pr,pr2020182016,2020-07-03T07:59:35.298Z,"3 km WSW of Guánica, Puerto Rico",earthquake,0.56,0.33,0.37,13,reviewed,pr,pr
2020-06-30T05:05:22.680Z,53.8633333,-166.7615,7.66,0.16,ml,5,107,0.04904,0.06,av,av62189071,2020-07-01T17:36:29.650Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,0.3,0.83,0.256,5,reviewed,av,av
2020-06-30T05:06:26.420Z,38.1812,-117.7407,10.3,1.3,ml,12,185.64,0.113,0.07,nn,nn00755165,2020-06-30T05:14:39.071Z,"46km WNW of Tonopah, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-06-30T05:13:23.440Z,38.1698,-117.8808,8.6,1.7,ml,15,92.09,0.026,0.1,nn,nn00755166,2020-06-30T05:16:59.491Z,"58km WNW of Tonopah, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-06-30T05:13:54.940Z,36.4613333,-117.9496667,9.43,1.8,ml,24,118,0.1074,0.15,ci,ci39273359,2020-06-30T20:31:58.103Z,"18km SE of Lone Pine, CA",earthquake,0.21,0.44,0.313,22,reviewed,ci,ci
2020-06-30T05:15:50.980Z,36.4601667,-117.938,10.06,1.83,ml,20,78,0.1164,0.18,ci,ci39273351,2020-06-30T13:38:25.560Z,"18km SE of Lone Pine, CA",earthquake,0.43,0.74,0.206,24,reviewed,ci,ci
2020-06-30T05:18:15.720Z,38.1625,-117.739,5,1.5,ml,8,187.6,0.097,0.14,nn,nn00755174,2020-06-30T05:33:39.129Z,"45km WNW of Tonopah, Nevada",earthquake,,1.5,,,automatic,nn,nn
2020-06-30T05:18:42.399Z,63.3359,-150.3859,120.1,1.1,ml,,,,0.44,ak,ak0208d2wa27,2020-07-09T22:16:07.182Z,"70 km ESE of Denali National Park, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2020-06-30T05:23:14.449Z,36.35616667,-97.3665,8.51,1.24,ml,53,90,0.1430719244,0.19,ok,ok2020mtcr,2020-06-30T12:18:59.268Z,"10km NW of Perry, Oklahoma",earthquake,,2.3,0.21,25,reviewed,ok,ok
2020-06-30T05:24:59.070Z,38.8016667,-122.8223333,2.88,0.27,md,17,80,0.008961,0.02,nc,nc73419221,2020-07-02T22:11:04.109Z,"6km WNW of The Geysers, CA",earthquake,0.26,0.61,,1,reviewed,nc,nc
2020-06-30T05:32:03.680Z,38.1762,-117.8607,4.8,1.3,ml,12,93.66,0.016,0.04,nn,nn00755175,2020-06-30T06:09:59.615Z,"56km WNW of Tonopah, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-30T05:36:43.780Z,35.758,-117.5766667,6.91,1.18,ml,18,149,0.06006,0.15,ci,ci39273367,2020-06-30T05:40:30.767Z,"16km W of Searles Valley, CA",earthquake,0.3,0.65,0.132,13,automatic,ci,ci
2020-06-30T05:44:53.621Z,-33.8562,-177.1832,10,4.9,mb,,81,4.641,0.72,us,us7000aevw,2020-06-30T06:15:32.040Z,"South of the Kermadec Islands",earthquake,11.8,1.9,0.091,38,reviewed,us,us
2020-06-30T05:48:39.417Z,66.3424,-157.2498,5.5,1.2,ml,,,,0.57,ak,ak0208d32pas,2020-07-09T22:14:51.125Z,"61 km S of Shungnak, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-06-30T05:57:53.793Z,63.8716,-149.3549,113.7,1,ml,,,,0.51,ak,ak0208d34nv7,2020-07-09T22:16:08.287Z,"19 km W of Healy, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2020-06-30T06:02:39.160Z,45.2938333333333,-121.694,4.52,1.13,ml,7,186,0.04162,0.07,uw,uw61639857,2020-06-30T17:24:56.060Z,"23km ESE of Mount Hood Village, Oregon",earthquake,0.41,0.61,0.202461595154317,6,reviewed,uw,uw
2020-06-30T06:05:11.817Z,58.2747,-154.961,3,0.3,ml,,,,0.36,ak,ak0208d3ev20,2020-07-09T22:14:52.369Z,"84 km NNW of Karluk, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-06-30T06:09:07.200Z,36.4536667,-118.0056667,6.46,2.22,ml,19,161,0.06162,0.22,ci,ci39273375,2020-06-30T06:12:46.002Z,"16km SSE of Lone Pine, CA",earthquake,0.51,1.13,0.123,25,automatic,ci,ci
2020-06-30T06:09:53.654Z,61.247,-150.0763,42.4,1.1,ml,,,,0.54,ak,ak0208d3ft1e,2020-07-09T22:14:53.441Z,"9 km WNW of Anchorage, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2020-06-30T06:09:54.260Z,38.7721672,-122.6735001,3.18,0.99,md,9,132,0.02054,0.03,nc,nc73419231,2020-06-30T06:39:05.804Z,"2km E of Anderson Springs, CA",earthquake,0.52,0.8,0.05,2,automatic,nc,nc
2020-06-30T06:10:01.050Z,17.9971,-66.7701,12,3.63,ml,25,158,0.1113,0.16,pr,pr2020182000,2020-07-01T06:11:22.162Z,"3km S of Magas Arriba, Puerto Rico",earthquake,0.43,0.32,0.24,24,reviewed,pr,pr
2020-06-30T06:12:16.993Z,67.5708,-150.2425,6,0.8,ml,,,,0.39,ak,ak0208d3gdlk,2020-07-09T22:14:54.649Z,"18 km NNW of Wiseman, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-06-30T06:13:14.090Z,38.1468,-117.9818,0.3,1.4,ml,11,114.2,0.243,0.06,nn,nn00755179,2020-06-30T06:32:18.763Z,"66km W of Tonopah, Nevada",earthquake,,9.1,,,automatic,nn,nn
2020-06-30T06:16:09.410Z,37.4578333,-119.0156667,3.59,0.82,md,23,161,0.152,0.06,nc,nc73419236,2020-06-30T07:22:05.065Z,"20km S of Mammoth Lakes, CA",earthquake,0.32,1.46,0.154,18,reviewed,nc,nc
2020-06-30T06:16:26.570Z,35.7303333,-117.5091667,1.59,0.94,ml,11,198,0.1115,0.14,ci,ci39273383,2020-06-30T06:20:12.005Z,"10km WSW of Searles Valley, CA",earthquake,0.61,0.77,0.236,8,automatic,ci,ci
2020-06-30T06:21:24.329Z,36.19733333,-96.97133333,5,0.77,ml,41,78,0.1799646848,0.18,ok,ok2020mteq,2020-07-01T13:11:19.722Z,"5 km SW of Glencoe, Oklahoma",earthquake,,0.8,0.16,10,reviewed,ok,ok
2020-06-30T06:23:52.570Z,19.3696666666667,-155.261833333333,29.38,1.88,md,59,53,,0.12,hv,hv72022412,2020-07-01T00:38:38.220Z,"8 km SSW of Volcano, Hawaii",earthquake,0.39,0.37,0.151550564500925,29,reviewed,hv,hv
2020-06-30T06:24:10.720Z,38.7910004,-122.7558365,3.97,0.43,md,9,84,0.01008,0.02,nc,nc73419241,2020-06-30T06:38:05.939Z,"2km N of The Geysers, CA",earthquake,0.41,1.22,0.16,2,automatic,nc,nc
2020-06-30T06:24:22.479Z,53.8589,-166.7538,8.3,1.5,ml,,,,0.45,ak,ak0208d3iykp,2020-07-09T22:14:55.799Z,"14 km WSW of Dutch Harbor, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-06-30T06:26:59.070Z,33.0506667,-115.8968333,7.41,2.45,ml,61,28,0.09046,0.25,ci,ci39273391,2020-07-07T02:28:05.772Z,"24km ESE of Ocotillo Wells, CA",earthquake,0.26,1.1,0.198,25,automatic,ci,ci
2020-06-30T06:27:11.041Z,-8.4291,121.4546,191.56,4.9,mww,,73,0.801,0.89,us,us7000aewi,2020-06-30T06:45:41.040Z,"20km N of Watuapi, Indonesia",earthquake,10.3,5.6,0.098,10,reviewed,us,us
2020-06-30T06:28:48.000Z,18.079,-68.2245,79,3.5,md,20,247,0.4623,0.35,pr,pr2020182021,2020-07-06T13:53:32.040Z,"52 km SE of Boca de Yuma, Dominican Republic",earthquake,2.59,2.009,0.11,13,reviewed,pr,pr
2020-06-30T06:30:18.102Z,61.9639,-149.5172,35.4,1,ml,,,,0.65,ak,ak0208d3k8du,2020-07-09T22:16:09.426Z,"28 km SE of Y, Alaska",earthquake,,1,,,reviewed,ak,ak
2020-06-30T06:31:12.716Z,38.2001,-117.7757,5.9,2.3,ml,23,49.53,0.084,0.1246,nn,nn00755181,2020-06-30T22:15:09.572Z,"35 km SE of Mina, Nevada",earthquake,,1.1,0.36,9,reviewed,nn,nn
2020-06-30T06:32:23.878Z,59.7343,-152.7009,88.5,1.6,ml,,,,0.31,ak,ak0208d3ko87,2020-07-09T22:14:56.999Z,"49 km W of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-06-30T06:35:53.670Z,35.9028333,-117.7035,1.98,0.59,ml,10,89,0.0623,0.12,ci,ci39273399,2020-06-30T06:39:36.696Z,"19km ESE of Little Lake, CA",earthquake,0.21,0.52,0.239,6,automatic,ci,ci
2020-06-30T06:36:46.849Z,65.2478,-164.0912,12.1,1.6,ml,,,,0.67,ak,ak0208d3lkvj,2020-07-09T22:14:58.329Z,"northern Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-06-30T06:44:58.878Z,38.181,-117.7942,3.9,2.1,ml,23,51.94,0.064,0.1128,nn,nn00755185,2020-06-30T23:26:41.232Z,"36 km SE of Mina, Nevada",earthquake,,2,0.43,9,reviewed,nn,nn
2020-06-30T06:48:10.859Z,61.8194,-147.4127,34.4,1.2,ml,,,,0.79,ak,ak0208d3o2jl,2020-07-09T22:14:59.560Z,"12 km E of Glacier View, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-06-30T06:48:58.057Z,63.8821,-147.6826,11.3,0.9,ml,,,,0.65,ak,ak0208d3o6dg,2020-07-09T22:15:00.833Z,"62 km ENE of McKinley Park, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-06-30T06:49:33.180Z,33.0461667,-115.8915,8.47,2.06,ml,46,43,0.09086,0.26,ci,ci39273407,2020-06-30T07:00:33.990Z,"25km ESE of Ocotillo Wells, CA",earthquake,0.29,1.18,0.224,27,automatic,ci,ci
2020-06-30T06:49:58.739Z,53.8634,-166.7785,8.7,1.5,ml,,,,0.63,ak,ak0208d3ohbn,2020-07-09T22:15:02.197Z,"15 km W of Dutch Harbor, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-06-30T06:50:19.030Z,39.411,-110.3016667,-1.92,1.62,ml,15,183,0.02238,0.14,uu,uu60399752,2020-06-30T13:17:58.310Z,"18km SSE of East Carbon City, Utah",earthquake,0.5,0.55,0.034,3,reviewed,uu,uu
2020-06-30T06:53:34.040Z,53.8686667,-166.7461667,7.78,0.05,ml,5,114,0.03859,0.09,av,av62189111,2020-07-02T00:05:00.020Z,"13 km W of Dutch Harbor, Alaska",earthquake,0.36,0.68,0.315,5,reviewed,av,av
2020-06-30T06:53:35.260Z,33.4836667,-116.4335,11.7,0.71,ml,26,77,0.1098,0.24,ci,ci39273415,2020-06-30T06:57:13.572Z,"23km SSW of La Quinta, CA",earthquake,0.36,1,0.145,18,automatic,ci,ci
2020-06-30T06:54:10.516Z,65.5946,-153.358,4.8,1,ml,,,,0.55,ak,ak0208d3pczj,2020-07-09T22:15:03.281Z,"65 km SE of Hughes, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-06-30T06:59:24.901Z,38.1194,-118.0826,7.6,2.7,ml,25,45.32,0.099,0.1455,nn,nn00755187,2020-07-06T14:02:48.040Z,"30 km S of Mina, Nevada",earthquake,,1.6,0.29,10,reviewed,nn,nn
2020-06-30T07:02:21.120Z,32.8608322,-116.010498,6.76,1,ml,18,90,0.04337,0.18,ci,ci39273423,2020-06-30T07:05:52.650Z,"14km N of Ocotillo, CA",earthquake,0.48,0.95,0.328,2,automatic,ci,ci
2020-06-30T07:07:52.796Z,62.6592,-149.7094,57.5,1,ml,,,,0.45,ak,ak0208d40rup,2020-07-09T22:15:04.554Z,"30 km NE of Chase, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2020-06-30T07:07:58.178Z,61.639,-151.088,68.1,1.1,ml,,,,0.27,ak,ak0208d40tm1,2020-07-09T22:16:10.567Z,"32 km WNW of Susitna, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-06-30T07:09:15.480Z,38.1435,-117.9552,14.3,1.4,ml,10,85.09,0.01,0.13,nn,nn00755190,2020-06-30T07:23:39.455Z,"64km W of Tonopah, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-30T07:10:04.733Z,51.9035,-172.809,39.2,2,ml,,,,0.4,ak,ak0208d41cmx,2020-07-09T22:16:11.715Z,"100 km ESE of Atka, Alaska",earthquake,,4.5,,,reviewed,ak,ak
2020-06-30T07:11:03.930Z,44.7916667,-110.9955,4.71,0.48,md,9,157,0.03321,0.1,uu,uu60399757,2020-06-30T13:13:49.760Z,"16km NNE of West Yellowstone, Montana",earthquake,0.44,0.5,0.293,6,reviewed,uu,uu
2020-06-30T07:13:09.600Z,33.5845,-116.8016667,7.48,0.67,ml,23,55,0.03267,0.11,ci,ci39273431,2020-06-30T13:36:20.500Z,"12km WNW of Anza, CA",earthquake,0.21,0.42,0.116,16,reviewed,ci,ci
2020-06-30T07:14:59.040Z,17.9513,-66.9596,10,2.75,md,21,195,0.0838,0.18,pr,pr2020182022,2020-07-03T08:03:35.410Z,"5 km WSW of Guánica, Puerto Rico",earthquake,0.45,0.5,0.43,18,reviewed,pr,pr
2020-06-30T07:21:42.620Z,33.9173333,-118.6581667,9.79,1.61,ml,30,84,0.1605,0.26,ci,ci39273439,2020-06-30T15:24:24.642Z,"13km SSE of Malibu Beach, CA",earthquake,0.59,1.62,0.218,29,automatic,ci,ci
2020-06-30T07:22:45.859Z,38.1863,-117.8859,10.2,2,ml,22,49.3,0.027,0.1619,nn,nn00755192,2020-07-01T02:17:32.092Z,"29 km SE of Mina, Nevada",earthquake,,0.7,0.43,9,reviewed,nn,nn
